artist,track_name,popularity,release_date,remix_flag
radical redemption,annihilate,6,2012-01-28,0
radical redemption,redemption,4,2012-01-28,0
radical redemption,brutal 2.0,13,2012-01-28,0
radical redemption,"torture, murder and cannibalism",3,2012-01-28,0
radical redemption,the ruling,33,2022-09-30,0
radical redemption,hard to tell,41,2022-04-22,0
radical redemption,brutal 9.0,40,2021-07-30,0
radical redemption,street code,22,2020-09-17,0
radical redemption,brutal 8.0,36,2019-09-27,0
radical redemption,the darkest moment,22,2018-09-26,0
cryogenic,motherfucker,36,2019-03-11,0
cryogenic,victimized,15,2019-03-11,0
cryogenic,hate,10,2019-03-11,0
cryogenic,kick out the bass,15,2019-03-11,0
cryogenic,no regrets,24,2019-03-11,0
cryogenic,rocking hard,14,2019-03-11,0
cryogenic,underground madness,10,2019-03-11,0
cryogenic,cryogenesis,3,2003-09-09,0
cryogenic,das andere,0,2003-09-09,0
cryogenic,iv,4,2003-09-09,0
cryogenic,momentum,2,2003-09-09,0
cryogenic,verzweiflung,2,2003-09-09,0
cryogenic,synthese,2,2003-09-09,0
cryogenic,erste elegie,2,2003-09-09,0
cryogenic,parsifal xxi,0,2003-09-09,0
ressurectz,pump ya fist,23,2022-09-02,0
ressurectz,born in flames,20,2022-07-08,0
ressurectz,higher,16,2022-05-26,0
ressurectz,the saints,24,2022-03-25,0
ressurectz,love yourself,21,2021-09-24,0
ressurectz,the flesh of angels,7,2021-06-25,0
ressurectz,my curse,11,2021-06-18,0
ressurectz,the dark moon,13,2021-06-11,0
ressurectz,firekeeper,17,2021-05-14,0
ressurectz,fallen angels,14,2021-02-15,0
ressurectz,eternity,12,2020-06-19,0
ressurectz,the phoenix lights,7,2019-12-13,0
ressurectz,shock therapy (official cranq anthem 2019),4,2019-09-20,0
ressurectz,shadows,3,2019-07-22,0
ressurectz,the apocalypse,2,2019-06-21,0
ressurectz,k.o,6,2019-03-25,0
ressurectz,black sails (exhibition anthem 2019),1,2019-01-18,0
ressurectz,demonic,1,2018-11-30,0
ressurectz,street legends,2,2018-05-31,0
hallucinator,haunted by the devil,4,2020-12-23,0
hallucinator,far away,3,2020-12-23,0
hallucinator,distortion of reality,3,2020-12-23,0
hallucinator,gravity,2,2020-12-23,0
hallucinator,epileptic,2,2020-12-23,0
hallucinator,rock'n'roll legacy,2,2020-12-23,0
hallucinator,i'm not crazy,9,2017-12-15,0
hallucinator,resistance,4,2017-12-15,0
hallucinator,the truth,3,2017-12-15,0
hallucinator,burn,7,2017-12-15,0
hallucinator,trick or treat,9,2017-12-15,0
hallucinator,antisocial,5,2015-09-21,0
hallucinator,fuck the system,7,2015-09-21,0
hallucinator,control,4,2015-09-21,0
hallucinator,raise your middle finger vip,5,2015-09-21,0
hallucinator,voodoo,3,2015-09-21,0
hallucinator,mystic,3,2015-09-21,0
hallucinator,near death experience,3,2015-09-21,0
hallucinator,heartbreak,7,2017-08-01,0
hallucinator,fuck society,3,2017-05-12,0
hallucinator,my monster,2,2017-05-12,0
hallucinator,satanism,23,2016-02-19,0
hallucinator,contamination,5,2016-02-19,0
hallucinator,extinction,7,2014-10-20,0
hallucinator,annihilation,2,2014-10-20,0
hallucinator,dead by dawn,3,2014-08-04,0
hallucinator,i am the devil,9,2013-11-04,0
hallucinator,violent content,2,2013-11-04,0
hallucinator,disturbed,0,2013-03-18,0
hallucinator,kill them all,5,2013-01-28,0
hallucinator,eternal darkness,2,2013-01-28,0
hallucinator,human bodies,3,2013-01-07,0
hallucinator,body functions vip,2,2012-04-04,0
hallucinator,exhumed,0,2012-04-04,0
hallucinator,mosh,2,2011-12-20,0
hallucinator,motherfucker,2,2011-12-20,0
hallucinator,paranoid,3,2011-12-20,0
hallucinator,black mass,1,2011-12-20,0
hallucinator,psycopathia vip,1,2011-12-20,0
lowroller,2022 recap,3,2022-12-29,0
lowroller,sleep(0),5,2022-12-12,0
lowroller,intersection observer,2,2022-12-04,0
lowroller,usecallback,1,2022-10-24,0
lowroller,oninit,1,2022-09-29,0
lowroller,guided meditation,0,2021-11-30,0
lowroller,drumageddon,1,2021-01-14,0
lowroller,desperate & addicted,0,2021-01-14,0
lowroller,on the move,0,2021-01-14,0
lowroller,i don't want what i can have,0,2020-06-25,0
lowroller,please die,0,2020-06-25,0
lowroller,combo breaker,0,2020-04-29,0
lowroller,showtime,0,2020-04-29,0
lowroller,salvation,0,2020-04-29,0
lowroller,dragon rush,0,2019-10-31,0
lowroller,my style,0,2019-10-31,0
lowroller,circle of madness,0,2019-05-10,0
lowroller,divide,0,2019-04-29,0
lowroller,x-massacre anthem,0,2019-01-18,0
lowroller,cosmic order,0,2018-09-21,0
lowroller,the crucible,0,2018-09-21,0
lowroller,run,0,2018-05-21,0
lowroller,too many snares,0,2018-05-21,0
lowroller,dying breeds,0,2018-02-21,0
lowroller,clang,0,2018-02-21,0
lowroller,smash,0,2016-12-15,0
lowroller,reload,0,2016-12-15,0
lowroller,heartless machine,0,2015-06-01,0
lowroller,dreams of violence,0,2015-06-01,0
lowroller,partycles,0,2013-10-21,0
lowroller,for the kill,0,2013-10-21,0
lowroller,1986,0,2013-10-21,0
lowroller,no fear,1,2012-10-22,0
lowroller,crossroad,1,2012-10-22,0
lowroller,industrial overkill,1,2012-05-18,0
lowroller,eat shit and die,0,2012-05-18,0
lowroller,dark brown eyes,0,2012-05-18,0
lowroller,erosion mechanics,0,2012-05-18,0
lowroller,control the chaos vip,0,2012-03-12,0
lowroller,bottomless grave,1,2012-03-12,0
zerberuz,senso,0,2022-07-07,0
zerberuz,showtime,1,2022-07-07,0
zerberuz,no games,1,2022-03-08,0
zerberuz,demons in my head,0,2021-11-13,0
zerberuz,in the name of survival,0,2021-11-13,0
zerberuz,higher,3,2021-09-25,0
zerberuz,bouncing freaks,0,2021-03-11,0
zerberuz,those who wait,0,2021-03-11,0
zerberuz,complex,0,2020-09-22,0
zerberuz,i got the key,1,2020-04-17,0
zerberuz,evil is evil,0,2020-04-17,0
zerberuz,i declare war,0,2020-04-17,0
zerberuz,power (2020 vip),0,2020-03-20,0
zerberuz,nekromanteion,0,2019-11-27,0
zerberuz,annihilation,0,2019-11-22,0
zerberuz,power,0,2019-07-17,0
zerberuz,pray,0,2019-07-16,0
zerberuz,are you afraid?,0,2019-07-16,0
zerberuz,test 001,0,2019-07-16,0
iridium,salem,0,2019-03-22,0
iridium,bweeeah,0,2019-03-22,0
iridium,manhunt,0,2019-03-22,0
iridium,billy is terrible,0,2019-03-22,0
iridium,mistakes,0,2019-03-22,0
iridium,pay no respect,0,2019-03-22,0
iridium,nasty,0,2019-03-22,0
iridium,haunted,0,2019-03-22,0
iridium,insane,0,2019-03-22,0
iridium,monsta,0,2019-03-22,0
iridium,naavi,0,2019-03-22,0
iridium,mummy,0,2019-03-22,0
iridium,still under control,1,2019-03-22,0
iridium,give it to me,7,2022-10-28,0
iridium,way out,1,2022-09-27,0
iridium,we are alive,3,2022-02-18,0
iridium,self destruct,9,2022-02-18,0
iridium,fuck society,5,2021-09-03,0
iridium,sick of everyone,5,2021-09-03,0
iridium,another victim,5,2021-08-13,0
iridium,911,1,2021-08-13,0
iridium,coming down,0,2021-02-25,0
iridium,i hate myself,1,2021-02-25,0
iridium,drop it,1,2021-02-25,0
iridium,lockdown,0,2021-01-15,0
iridium,scarnoise,1,2020-11-30,0
iridium,darkness & despair,1,2020-11-30,0
iridium,demolisher,0,2020-08-31,0
iridium,bitch idgaf,0,2020-07-27,0
iridium,slaughter house,0,2020-06-29,0
iridium,song request,0,2020-02-25,0
iridium,the end,1,2020-02-25,0
iridium,wake up,0,2019-10-10,0
iridium,get him down,0,2019-10-10,0
iridium,never know,0,2019-08-26,0
iridium,kooda,0,2019-08-26,0
iridium,eliminate,0,2019-08-26,0
iridium,sinizter,0,2019-06-28,0
iridium,hate energy,0,2019-06-28,0
iridium,rats,0,2019-06-28,0
iridium,last resort,0,2019-04-05,0
iridium,dope,0,2019-04-05,0
iridium,blodtorst,0,2019-04-05,0
iridium,people goes funky,0,2018-11-26,0
iridium,die out,0,2018-09-13,0
iridium,prison breaker,0,2018-09-13,0
iridium,i'm still drowning,0,2018-08-30,0
iridium,the warfighters,0,2018-08-30,0
iridium,hash,0,2018-07-20,0
iridium,last to burst,0,2018-06-22,0
iridium,fastlane,0,2018-06-22,0
iridium,raiders of hell,1,2017-02-14,0
wavolizer,the protagonist,0,2017-05-22,0
wavolizer,brotherhood,1,2017-05-22,0
wavolizer,control,0,2017-05-22,0
wavolizer,hard not to,0,2017-05-22,0
wavolizer,everybody's house,0,2017-05-22,0
wavolizer,heroes & villains,0,2017-05-22,0
wavolizer,what happened,0,2017-05-22,0
wavolizer,the showdown,0,2017-05-22,0
wavolizer,the trip detectives,2,2022-10-06,0
wavolizer,rave reunion vibes,0,2022-10-06,0
wavolizer,oceancore,1,2022-10-06,0
wavolizer,hedonism,2,2021-10-29,0
wavolizer,androidian pleasures,1,2021-10-29,0
wavolizer,hopium,1,2021-06-18,0
wavolizer,paradox,1,2021-06-18,0
wavolizer,the second room,5,2020-03-02,0
wavolizer,sometimes,2,2020-03-02,0
wavolizer,the wafelijzer,5,2019-10-14,0
wavolizer,the dub elixir,0,2019-06-24,0
wavolizer,management,0,2018-09-17,0
wavolizer,the ministry,5,2018-09-17,0
wavolizer,crank up,0,2017-12-18,0
wavolizer,rollin n,0,2017-12-18,0
wavolizer,forecast,0,2016-08-08,0
wavolizer,killer instinct,0,2016-08-08,0
wavolizer,better sorry than safe,0,2015-11-23,0
wavolizer,forward,0,2015-11-23,0
wavolizer,knock yourself out,0,2015-11-23,0
wavolizer,seth,0,2015-11-23,0
wavolizer,broken past,0,2015-04-06,0
wavolizer,different things,0,2015-04-06,0
wavolizer,imagination,0,2014-06-11,0
wavolizer,debt of blood v.i.p.,0,2014-06-11,0
wavolizer,democracy,0,2013-12-19,0
wavolizer,undetected,0,2013-12-19,0
wavolizer,sympho,0,2013-07-10,0
wavolizer,the chief,0,2013-07-10,0
wavolizer,debt of blood,0,2012-04-18,0
wavolizer,excitement initiated,0,2012-04-18,0
wavolizer,amnesia,0,2011-05-18,0
wavolizer,vermin,0,2011-05-18,0
wavolizer,done,0,2011-05-18,0
wavolizer,gender divide,0,2010-09-01,0
wavolizer,fight!,0,2009-12-09,0
wavolizer,power sabotaged,0,2009-12-09,0
wavolizer,nautilus,0,2009-07-06,0
wavolizer,the difference,0,2009-07-06,0
i:gor,serious hippy,1,2021-03-08,0
i:gor,game tight (angerfist fix),1,2021-03-08,0
i:gor,paralish,0,2021-03-08,0
i:gor,street knowledge,0,2021-03-08,0
i:gor,we're gonna do it like this,0,2021-03-08,0
i:gor,what !,0,2021-03-08,0
i:gor,dark passenger,0,2021-03-08,0
i:gor,protocore,0,2021-03-08,0
i:gor,neuroseptic,0,2021-03-08,0
i:gor,plexidrums,0,2021-03-08,0
i:gor,get ya freak on,0,2021-03-08,0
i:gor,constantly changing,0,2021-03-08,0
i:gor,technika,0,2021-03-08,0
i:gor,so many years and still together,0,2021-03-08,0
i:gor,fake motherfuckers,0,2021-03-08,0
i:gor,swerve,1,2020-10-19,0
i:gor,lost control,1,2020-10-19,0
i:gor,commodorize,1,2020-10-19,0
i:gor,icebreaker,0,2020-10-19,0
i:gor,crowd rocker,0,2020-10-19,0
i:gor,lets get dirty,0,2020-10-19,0
i:gor,ofiomerfus,0,2020-10-19,0
i:gor,you're not ready,0,2020-10-19,0
i:gor,4 my soldiers,1,2020-10-19,0
i:gor,nekrotekk,0,2020-10-19,0
i:gor,4 fuck sake,0,2020-10-19,0
i:gor,epicentrik,0,2020-10-19,0
i:gor,the art of distortion,0,2020-10-19,0
i:gor,god of war,0,2020-10-19,0
i:gor,feel,0,2020-10-19,0
i:gor,mi food,0,2020-10-19,0
i:gor,too hot,1,2020-09-28,0
i:gor,i was born dead,1,2020-09-28,0
i:gor,gangbang,1,2020-09-28,0
i:gor,gimme some more,1,2020-09-28,0
i:gor,coretoon,6,2020-09-28,0
i:gor,real battle,1,2020-09-28,0
i:gor,thunderbolt,0,2020-09-28,0
i:gor,the chocking stutterer,0,2020-09-28,0
i:gor,it's so empty,0,2020-09-28,0
i:gor,sparta,0,2020-09-28,0
i:gor,let the rhythm hit 'em,0,2020-09-28,0
i:gor,declaration of war,0,2020-09-28,0
i:gor,galloping neurosis,0,2020-09-28,0
i:gor,overdrive,0,2020-09-28,0
i:gor,rollin',0,2020-09-28,0
i:gor,pandemonium,1,2020-09-28,0
i:gor,domek na stadionie,0,2004,0
i:gor,samurai,0,2004,0
i:gor,niekochani,0,2004,0
i:gor,serwol,0,2004,0
i:gor,kiedys zrozumiesz,0,2004,0
i:gor,dirty colours,0,2004,0
i:gor,cannibalism,0,2004,0
i:gor,5 drills,0,2004,0
i:gor,d.f.w.m.,0,2004,0
i:gor,hullaballoo,0,2004,0
i:gor,snarefetish,0,2004,0
i:gor,death wish,0,2004,0
i:gor,unsettled stepper,0,2004,0
i:gor,the kingdom of god,0,2004,0
i:gor,get da fuck out!,0,2004,0
i:gor,trapped,1,2021-01-24,0
i:gor,deny,1,2021-01-24,0
i:gor,cold dayz,1,2020-09-06,0
i:gor,stamina (fuck covid-19 refix),0,2020-09-06,0
i:gor,public enemy,5,2017-10-20,0
i:gor,loaded & cocked,5,2017-10-20,0
i:gor,twisted,10,2016-11-07,0
i:gor,straight outta kielce,22,2016-11-07,0
i:gor,zero fucks given,7,2016-11-02,0
i:gor,now is the time,0,2015-11-09,0
i:gor,cruel fun,2,2015-07-13,0
i:gor,hardcore elephant,2,2015-07-13,0
i:gor,game tight,8,2014-06-27,0
i:gor,l.i.o.n.,2,2014-06-27,0
i:gor,devil has a name,12,2013-09-30,0
i:gor,testify,7,2012-07-30,0
i:gor,talking about god,9,2011-10-05,0
deathmachine,we comprehend,1,2021-12-03,0
deathmachine,show me (the truth),3,2021-12-03,0
deathmachine,resilient,3,2021-12-03,0
deathmachine,carcass,2,2021-12-03,0
deathmachine,atoms of honesty,2,2021-12-03,0
deathmachine,the source of everything,2,2021-12-03,0
deathmachine,exoskeleton,8,2021-12-03,0
deathmachine,kill,2,2021-12-03,0
deathmachine,our rights,3,2021-12-03,0
deathmachine,life or death,3,2021-12-03,0
deathmachine,the abyss,4,2021-12-03,0
deathmachine,photon pain,2,2021-12-03,0
deathmachine,out of statis,3,2021-12-03,0
deathmachine,the bleeding edge,6,2021-12-03,0
deathmachine,mutability,2,2021-12-03,0
deathmachine,our introduction (to technology),1,2013-11-21,0
deathmachine,artificial genesis,1,2013-11-21,0
deathmachine,noise in us,1,2013-11-21,0
deathmachine,introspective future,0,2013-11-21,0
deathmachine,consume & regenerate,0,2013-11-21,0
deathmachine,the question,0,2013-11-21,0
deathmachine,sectioned,0,2013-11-21,0
deathmachine,unnatural selection,1,2013-11-21,0
deathmachine,modify,1,2013-11-21,0
deathmachine,circadian reboot,0,2013-11-21,0
deathmachine,deadly cycle,1,2013-11-21,0
deathmachine,beyond comprehension,1,2013-11-21,0
deathmachine,our dreams,1,2021-10-14,0
deathmachine,bad boy sound vip,5,2021-10-14,0
deathmachine,bad boy sound,0,2021-07-29,0
deathmachine,get down low,1,2021-07-29,0
deathmachine,keeping my mind on my music,5,2020-12-10,0
deathmachine,kick force,6,2020-12-10,0
deathmachine,dred,1,2019-12-18,0
deathmachine,bad man crew,0,2019-12-18,0
deathmachine,magnetism,0,2019-05-31,0
deathmachine,perimeter,0,2019-05-31,0
deathmachine,sonar,1,2019-05-31,0
deathmachine,nasty,2,2018-05-25,0
deathmachine,world's end,2,2018-05-25,0
deathmachine,stay with us,1,2016-06-24,0
deathmachine,i know,1,2016-06-24,0
deathmachine,distort u,2,2016-06-24,0
deathmachine,sick bass,2,2015-11-02,0
deathmachine,lost light,1,2015-11-02,0
deathmachine,fear,0,2014-11-07,0
deathmachine,join,0,2014-11-07,0
deathmachine,from the darkness,1,2012-12-24,0
deathmachine,genetix,0,2012-12-24,0
deathmachine,extermination,0,2012-08-20,0
deathmachine,point of origin,0,2012-08-20,0
deathmachine,dark energy,0,2011-04-18,0
deathmachine,they hunt us,0,2011-04-18,0
deathmachine,clusterfukt,0,2009-12-04,0
deathmachine,descent,0,2009-12-04,0
deathmachine,none of our lives matter,0,2009-12-04,0
deathmachine,machine alternative,0,2009-12-04,0
deathmachine,follow my sound,0,2009-12-04,0
the outside agency,operation thunderbolt,14,2022-12-10,0
the outside agency,pissed off,6,2022-06-24,0
the outside agency,return to us,6,2021-11-12,0
the outside agency,like a fire,5,2021-11-12,0
the outside agency,rage,13,2021-11-12,0
the outside agency,borderline,9,2021-10-14,0
the outside agency,alone in the meantime,3,2021-02-09,0
the outside agency,apart,2,2020-12-18,0
the outside agency,the demon's lair,1,2020-12-18,0
the outside agency,the dead talk,4,2020-08-14,0
the outside agency,here be dragons,2,2020-08-14,0
the outside agency,the plant,8,2020-08-14,0
the outside agency,safe keeper,2,2020-08-14,0
the outside agency,the opposites,3,2020-01-17,0
the outside agency,more primitive,3,2020-01-17,0
the outside agency,locker room talk vip: the return of the pussy grabber,4,2019-12-02,0
the outside agency,shadow circle,7,2019-12-02,0
the outside agency,the legacy of cain,2,2018-08-17,0
the outside agency,i saw my grave,5,2018-08-17,0
the outside agency,everything is fine,10,2018-04-09,0
the outside agency,locker room talk,18,2017-09-18,0
the outside agency,pass the buck,5,2017-09-18,0
the outside agency,deep sleep,2,2016-08-26,0
the outside agency,poisoned,3,2016-08-26,0
the outside agency,prepare to die,3,2015-04-06,0
the outside agency,borrowed time,1,2015-04-06,0
the outside agency,hours & dreams,4,2014-05-05,0
the outside agency,enlightened species,2,2014-05-05,0
the outside agency,the sunrise,1,2014-05-05,0
the outside agency,no one but you,2,2014-05-05,0
the outside agency,the price is right,2,2012-04-02,0
the outside agency,ghetto blast,5,2012-04-02,0
the outside agency,suffocate,1,2011-07-04,0
the outside agency,sixth beings,1,2011-07-04,0
the outside agency,the machinery of death,2,2011-07-04,0
the outside agency,the solution,1,2011-01-03,0
the outside agency,wait your turn,0,2011-01-03,0
the outside agency,surreal,3,2010-08-16,0
the outside agency,chaos theory,2,2010-08-16,0
the outside agency,my friends,1,2010-07-12,0
the outside agency,among us,1,2010-07-12,0
pandorum,machine,24,2015-04-16,0
pandorum,machine (re-imagined),4,2015-04-16,0
pandorum,from inside,5,2015-04-16,0
pandorum,no surviving,1,2014-01-31,0
pandorum,the test,0,2014-01-31,0
pandorum,reconnect,0,2014-01-31,0
pandorum,i won't aplogise,1,2012-11-05,0
pandorum,raw intelligence,0,2012-11-05,0
pandorum,surpassed,0,2012-11-05,0
crypsis,lost in the mist,16,2018-05-14,0
chain reaction,abandon,55,2018-05-14,0
crypsis,back again,14,2018-05-14,0
crypsis,punish,14,2018-05-14,0
chain reaction,greed,13,2018-05-14,0
chain reaction,mad as hell,14,2018-05-14,0
act of rage,eat the floor,13,2018-05-14,0
minus militia,pessimal evil,9,2018-05-14,0
radical redemption,satan's play,10,2018-05-14,0
crypsis,on the loose (supremacy 2017 edit),10,2018-05-14,0
chain reaction,feed the flame,21,2018-05-14,0
minus militia,reign supreme (hard bass 2017 edit),10,2018-05-14,0
crypsis,you know,8,2018-05-14,0
chain reaction,oldschool style,7,2018-05-14,0
minus militia,the holy grounds,19,2018-05-14,0
chain reaction,like a boss,8,2018-05-14,0
ran-d,drugs,7,2018-05-14,0
minus militia,smack my core,15,2018-05-14,0
minus militia,gas d'r op,5,2018-05-14,0
crypsis,the cities fall,1,2016-09-26,0
crypsis,fight,3,2016-09-26,0
crypsis,revelation,9,2016-09-26,0
crypsis,bathe in blood,2,2016-09-26,0
crypsis,the 6th pathway experience,1,2016-09-26,0
crypsis,possibilities,2,2016-09-26,0
crypsis,smacking heads,3,2016-09-26,0
crypsis,beast,2,2016-09-26,0
crypsis,say my name,3,2016-09-26,0
crypsis,the main mf,13,2012-11-09,0
crypsis,trapped,5,2012-11-09,0
crypsis,for your mind,3,2012-11-09,0
crypsis,cryptology,5,2012-11-09,0
crypsis,funk,1,2012-11-09,0
crypsis,damned,4,2012-11-09,0
crypsis,gangsta shit,8,2012-11-09,0
crypsis,the world is mine,1,2012-11-09,0
crypsis,no time 2 chill,2,2012-11-09,0
crypsis,tuatara,11,2009-06-29,0
crypsis,the 6th pathway,6,2009-06-29,0
crypsis,dust in your eyes,11,2009-06-29,0
crypsis,oppose the majors,4,2009-06-29,0
crypsis,highest pressure,8,2009-06-29,0
crypsis,chaser,14,2009-06-29,0
crypsis,jealousy,5,2009-06-29,0
crypsis,statement of intent,0,2009-06-29,0
crypsis,the mirror,16,2021-05-21,0
crypsis,in the jungle,15,2020-07-29,0
crypsis,woofer,11,2019-05-27,0
crypsis,the illest,26,2019-03-20,0
crypsis,combination style,25,2018-12-27,0
crypsis,the e,12,2018-09-25,0
crypsis,raw to the point,5,2015-01-27,0
crypsis,on the loose,3,2014-05-09,0
crypsis,break down low,31,2013-07-08,0
crypsis,nackt,9,2011-09-13,0
crypsis,strike,19,2010-09-16,0
crypsis,the demand,7,2010-09-16,0
tripped,graves (intro),1,2022-07-29,0
tripped,pain,2,2022-07-29,0
tripped,909pm,2,2022-07-29,0
tripped,fart box,3,2022-07-29,0
tripped,birds aren't real,2,2022-07-29,0
tripped,sploofer (can you feel it),3,2022-07-29,0
tripped,shinjuku heat,5,2022-07-29,0
tripped,hammer away,2,2022-07-29,0
tripped,shave the whales,2,2022-07-29,0
tripped,kapsalon,3,2022-07-29,0
tripped,you're done,2,2022-07-29,0
tripped,the end (outro),0,2022-07-29,0
tripped,tank,1,2022-06-24,0
tripped,industrial power hugs,2,2022-06-24,0
tripped,haven't you learned anything,1,2022-06-24,0
tripped,monstera,4,2022-05-26,0
tripped,small town crooks,2,2022-05-26,0
tripped,drop stuff,2,2021-08-13,0
tripped,what the fork,2,2021-08-13,0
tripped,enough,2,2021-08-13,0
tripped,once upon a time,0,2021-04-07,0
tripped,dance with me,2,2021-03-31,0
tripped,trouser snakes,1,2021-03-31,0
tripped,wheel of foreskin,1,2021-03-31,0
tripped,stronk,1,2019-12-12,0
tripped,fuckin' uptempo,11,2019-05-23,0
tripped,the passenger,1,2018-10-30,0
tripped,midweek frustrations,0,2018-10-30,0
tripped,mariah on acid,7,2018-10-30,0
tripped,fucking child,3,2017-12-13,0
tripped,y tho,3,2017-12-13,0
krtm,chaser (monkey with shotgun),1,2017-04-27,0
tripped,smakelijk,2,2017-04-27,0
tripped,yatta b%tch,0,2017-03-31,0
tripped,motherf%cking ninja,2,2017-03-31,0
krtm,george 'n jimmy.gif,2,2016-07-01,0
dolphin,the death of theokoles,0,2015-12-03,0
dolphin,2018,0,2015-12-03,0
tripped,123 kuj gie nog teln?,0,2010-09-03,0
tripped,mornin' fucker,1,2010-09-03,0
tripped,corrupt,0,2009-11-10,0
tripped,zweetn lik e zwien,0,2009-11-10,0
tripped,zeere rugge,1,2009-06-19,0
tripped,obomba,0,2009-06-19,0
tripped,feminine feet,1,2009-06-19,0
dr. peacock,medication time,38,2022-07-01,0
dr. peacock,until i win,23,2018-11-18,0
dr. peacock,take the pills,29,2018-11-18,0
dr. peacock,trip to sweden,30,2016-12-09,0
dr. peacock,trip to ireland,53,2016-12-09,0
dr. peacock,trip to texas,20,2016-12-09,0
dr. peacock,trip to thailand,18,2016-12-09,0
dr. peacock,trip to hungary,23,2016-12-09,0
dr. peacock,trip to bulgaria,18,2016-12-09,0
dr. peacock,trip to india,27,2016-12-09,0
dr. peacock,trip to egypt (ground zero 2022 anthem),34,2022-08-05,0
dr. peacock,illusion of time,30,2022-04-15,0
dr. peacock,trip to valhalla,59,2021-02-19,0
dr. peacock,la familia,35,2020-12-23,0
dr. peacock,tri martolod,37,2020-08-27,0
dr. peacock,lucid dreams,29,2020-05-01,0
dr. peacock,we will meet again,28,2020-03-30,0
dr. peacock,trip to poland,45,2019-10-25,0
dr. peacock,sjeng oan de geng,39,2018-11-05,0
dr. peacock,fool,27,2018-03-30,0
dr. peacock,perfect volume,11,2018-03-30,0
meccano twins,your dj,3,2022-02-22,0
meccano twins,victory,2,2022-02-22,0
meccano twins,it's dark,1,2022-02-22,0
meccano twins,yellow kiwi,1,2022-02-22,0
meccano twins,weekend warriors,1,2022-02-22,0
meccano twins,tale,1,2022-02-22,0
meccano twins,cry for me,1,2022-02-22,0
meccano twins,immortal spirit,1,2022-02-22,0
meccano twins,run,1,2022-02-22,0
meccano twins,rawcore,1,2022-02-22,0
meccano twins,i am the end,1,2022-02-22,0
meccano twins,cervello,1,2022-02-22,0
meccano twins,silent dead,1,2022-02-22,0
meccano twins,global blackout,1,2022-02-22,0
meccano twins,never die,1,2022-02-22,0
meccano twins,what stopping you,1,2022-02-22,0
meccano twins,only music today,0,2022-02-22,0
meccano twins,jack mtfk,1,2022-02-22,0
meccano twins,bastardo,1,2022-02-22,0
meccano twins,you are human 2.0,1,2022-02-22,0
meccano twins,one man,0,2022-02-22,0
meccano twins,celebration of dead,0,2022-02-22,0
meccano twins,777 intro,5,2017-07-07,0
meccano twins,raise the dead,5,2017-07-07,0
meccano twins,silent pain,5,2017-07-07,0
meccano twins,destruction,5,2017-07-07,0
meccano twins,meccanicks,5,2017-07-07,0
meccano twins,ignite,11,2017-07-07,0
meccano twins,more than evil,4,2017-07-07,0
meccano twins,hell's voices,7,2013-09-10,0
meccano twins,people make me sick,8,2013-09-10,0
meccano twins,strike,11,2013-09-10,0
meccano twins,wtfisthis #tih,5,2013-09-10,0
meccano twins,combustion,11,2013-09-10,0
meccano twins,delta release,15,2013-09-10,0
meccano twins,groundbreaker,5,2013-09-10,0
meccano twins,pain & fear,5,2013-09-10,0
meccano twins,a.d.a.m.,5,2013-09-10,0
meccano twins,this is no dream,8,2022-10-13,0
meccano twins,we are in the dark,4,2022-09-15,0
meccano twins,drums of war,12,2018-05-22,0
meccano twins,underworld,4,2017-08-25,0
meccano twins,the awakening (pandemonium 2016 anthem),4,2016-12-19,0
meccano twins,forever more,5,2016-09-12,0
meccano twins,no god (mutilate australia anthem),4,2015-11-17,0
meccano twins,the man sacrifice,4,2015-07-08,0
meccano twins,divine energy #tih,6,2015-07-08,0
meccano twins,fracture #tih,5,2014-04-10,0
meccano twins,time has come,1,2010-09-30,0
meccano twins,gamma release,5,2010-09-30,0
meccano twins,unnecessary sacrifice,2,2009-01-20,0
meccano twins,dissolution,3,2009-01-20,0
meccano twins,magnitudo,0,2009-01-20,0
meccano twins,beta release,4,2009-01-20,0
meccano twins,inner side (go insane),1,2008-02-20,0
meccano twins,alpha release,7,2008-02-20,0
meccano twins,tendrils of agony,2,2007-09-20,0
meccano twins,domin-hated,4,2007-09-20,0
meccano twins,complex man,1,2007-09-20,0
meccano twins,illusion,6,2006-03-22,0
meccano twins,pure intensions,1,2006-03-22,0
meccano twins,theory of steel,2,2006-03-22,0
meccano twins,breath,5,2005-05-31,0
meccano twins,machine-slaves,5,2005-05-31,0
meccano twins,still stealing the steel,0,2005-05-31,0
meccano twins,thelastrelease,0,2004-02-20,0
meccano twins,kick type 2,4,2004-02-20,0
meccano twins,intro-mission,0,2004-02-20,0
meccano twins,shittin'steel,0,2004-02-20,0
meccano twins,sinapse,4,2003-06-17,0
meccano twins,under destruction,3,2003-06-17,0
meccano twins,eating steel,4,2003-06-17,0
angerfist,critter [mixed],23,2019-07-22,0
blaster,fears [mixed],19,2019-07-22,0
gridkiller,revenge [mixed],21,2019-07-22,0
nosferatu,sanctity of space [mixed],17,2019-07-22,0
angerfist,still a full gentle racket [mixed],16,2019-07-22,0
tha playah,vigilance [mixed],14,2019-07-22,0
noize suppressor,street game [mixed],20,2019-07-22,0
furyan,kokeen [mixed],13,2019-07-22,0
miss k8,up in smoke [mixed],14,2019-07-22,0
x-pander,raptor [mixed],13,2019-07-22,0
